geolocation_zip_code_prefix,geolocation_state,geolocation_lat,geolocation_lng,geolocation_region
1241,SP,-23.54552478660238,-46.657840193083345,Sudeste
1242,SP,-23.546506947085877,-46.65850174642453,Sudeste
1243,SP,-23.54812030499438,-46.65919184884557,Sudeste
1244,SP,-23.562049127976646,-46.65959031403357,Sudeste
1245,SP,-23.549475523846695,-46.663821074182955,Sudeste
1246,SP,-23.55348129524968,-46.666318477031005,Sudeste
1247,SP,-23.55063807285042,-46.66865580450114,Sudeste
1248,SP,-23.54791252484105,-46.6680263133255,Sudeste
1249,SP,-23.548419892449086,-46.67122044555848,Sudeste
1250,SP,-23.547640483076,-46.67197263354334,Sudeste
1251,SP,-23.548374516404742,-46.67484647170288,Sudeste
1252,SP,-23.54175397547087,-46.67893404000763,Sudeste
1253,SP,-23.54492912635292,-46.679164692087,Sudeste
1254,SP,-23.543337420255035,-46.68085240293401,Sudeste
1255,SP,-23.54636983531918,-46.68154172682528,Sudeste
1256,SP,-23.547773256174622,-46.682838349154586,Sudeste
1257,SP,-23.54360983905433,-46.68783857511076,Sudeste
1258,SP,-23.54403701732507,-46.68685091247139,Sudeste
1259,SP,-23.541418553843297,-46.685303896769355,Sudeste
1262,SP,-23.550856391462712,-46.67735184892536,Sudeste
1290,SP,-23.54096134139296,-46.65774870275258,Sudeste
1301,SP,-23.549328970281234,-46.650890098687555,Sudeste
1302,SP,-23.5490029212623,-46.649552278636094,Sudeste
1303,SP,-23.54950569815466,-46.64843251428849,Sudeste
1304,SP,-23.554056434811184,-46.655202368713134,Sudeste
1305,SP,-23.55262273586526,-46.65253828877208,Sudeste
1306,SP,-23.553785206718914,-46.64960509694538,Sudeste
1307,SP,-23.552778010115734,-46.65320770049066,Sudeste
1308,SP,-23.555981373614493,-46.65331111428111,Sudeste
1309,SP,-23.55549308001593,-46.65845218950067,Sudeste
1310,SP,-23.56165294846951,-46.656021304307245,Sudeste
1311,SP,-23.56450460938095,-46.65279265595322,Sudeste
1312,SP,-23.554793872613377,-46.64961491794627,Sudeste
1313,SP,-23.556111699158375,-46.65057380587253,Sudeste
1314,SP,-23.552640734461253,-46.645204377633014,Sudeste
1315,SP,-23.55408999997805,-46.64038909569764,Sudeste
1316,SP,-23.55295484539391,-46.63943281932129,Sudeste
1317,SP,-23.55623821364504,-46.64005986522849,Sudeste
1318,SP,-23.559447989888127,-46.64241273733221,Sudeste
1319,SP,-23.551881657731418,-46.64072797271626,Sudeste
1320,SP,-23.557955062291967,-46.639347399325395,Sudeste
1321,SP,-23.562128634884576,-46.64191854981315,Sudeste
1322,SP,-23.56317165882957,-46.643456141575236,Sudeste
1323,SP,-23.565734784650232,-46.64147810312642,Sudeste
1324,SP,-23.55521473546573,-46.64315074020321,Sudeste
1325,SP,-23.557390163497686,-46.64445833667601,Sudeste
1326,SP,-23.556539014688955,-46.64543956179801,Sudeste
1327,SP,-23.565113424714433,-46.644944579328765,Sudeste
1328,SP,-23.55599268648501,-46.64679480230547,Sudeste
1329,SP,-23.5619775213248,-46.64728109566715,Sudeste
1330,SP,-23.55903788611603,-46.64945883730207,Sudeste
1331,SP,-23.562664414712174,-46.649996658057816,Sudeste
1332,SP,-23.55956858757865,-46.65245164487604,Sudeste
1333,SP,-23.566435052408952,-46.647563596618966,Sudeste
1401,SP,-23.575807250351694,-46.65865462724655,Sudeste
1402,SP,-23.57483739004907,-46.65739203989354,Sudeste
1403,SP,-23.56875503877107,-46.65340944414582,Sudeste
1404,SP,-23.56854473362845,-46.655780276658064,Sudeste
1405,SP,-23.564762579634404,-46.65513838518371,Sudeste
1406,SP,-23.57481433896783,-46.67029927274052,Sudeste
1407,SP,-23.57611188442895,-46.67139205737761,Sudeste
1408,SP,-23.567111895028116,-46.66081341581777,Sudeste
1409,SP,-23.56146082458663,-46.6582620039177,Sudeste
1410,SP,-23.56283144586961,-46.66092524802456,Sudeste
1411,SP,-23.564247867542992,-46.664059567949934,Sudeste
1412,SP,-23.563651580737666,-46.666024121075246,Sudeste
1413,SP,-23.56181450412446,-46.664033954271915,Sudeste
1414,SP,-23.559623493719684,-46.6634964553206,Sudeste
1415,SP,-23.556091716483266,-46.660462198375605,Sudeste
1416,SP,-23.560692913961418,-46.667688532670496,Sudeste
1417,SP,-23.552778853099582,-46.63393189503632,Sudeste
1418,SP,-23.56411614903986,-46.65527239864382,Sudeste
1419,SP,-23.563541620009776,-46.65594961304885,Sudeste
1420,SP,-23.5634354904988,-46.65791603919698,Sudeste
1421,SP,-23.563299264968794,-46.66015369245717,Sudeste
1422,SP,-23.56396191070736,-46.66113236841588,Sudeste
1423,SP,-23.56914511719341,-46.65734766505129,Sudeste
1424,SP,-23.568041456805933,-46.66139884320943,Sudeste
1425,SP,-23.572898532495437,-46.65924739236763,Sudeste
1426,SP,-23.565860397098277,-46.66603169632676,Sudeste
1427,SP,-23.571044764791594,-46.66406861421766,Sudeste
1428,SP,-23.573938872860044,-46.66232632374679,Sudeste
1429,SP,-23.576384455529094,-46.662900007074334,Sudeste
1430,SP,-23.65614006235602,-46.66250204609212,Sudeste
1431,SP,-23.62038877983607,-46.66476818452366,Sudeste
1432,SP,-23.576485879805993,-46.6657860583567,Sudeste
1433,SP,-23.57840745461661,-46.668372955959875,Sudeste
1434,SP,-23.574646544842807,-46.672377399015254,Sudeste
1435,SP,-23.579321845605374,-46.670178668968695,Sudeste
1436,SP,-23.57245538592821,-46.667988716169425,Sudeste
1437,SP,-23.5721412540443,-46.67150329618943,Sudeste
1438,SP,-23.569803708774252,-46.67226487905968,Sudeste
1439,SP,-23.566289488092035,-46.673571417782284,Sudeste
1440,SP,-23.568289458157125,-46.67817024606098,Sudeste
1441,SP,-23.570603894261335,-46.683732096759904,Sudeste
1442,SP,-23.566530732061704,-46.67861605515885,Sudeste
1443,SP,-23.568268938910098,-46.684507863331326,Sudeste
1444,SP,-23.573235541829785,-46.68752695447545,Sudeste
1445,SP,-23.57103798335723,-46.688068007270104,Sudeste
1446,SP,-23.575583788550983,-46.675498893884544,Sudeste
1447,SP,-23.57278680948971,-46.67888556258397,Sudeste
1448,SP,-23.578237896388117,-46.67982269335621,Sudeste
1449,SP,-23.576116917727894,-46.67995669824682,Sudeste
1450,SP,-23.576453178872967,-46.68518508958671,Sudeste
1451,SP,-23.577435950107756,-46.68698984950364,Sudeste
1452,SP,-23.57499644597807,-46.68887938403563,Sudeste
1453,SP,-23.584059003974744,-46.68637610894469,Sudeste
1454,SP,-23.582376976278102,-46.68670275509793,Sudeste
1455,SP,-23.580554136002814,-46.69112136854049,Sudeste
1456,SP,-23.576839765441044,-46.69098724900726,Sudeste
1457,SP,-23.575237809829588,-46.69270350960496,Sudeste
1472,SP,-23.57054369248079,-46.69129667943905,Sudeste
1489,SP,-23.576649988891482,-46.68740004775215,Sudeste
1501,SP,-23.55246935619688,-46.63548543836742,Sudeste
1502,SP,-23.55460594212853,-46.63549256113905,Sudeste
1503,SP,-23.557709002952702,-46.636769371015525,Sudeste
1504,SP,-23.5668605804581,-46.639505296222325,Sudeste
1505,SP,-23.555267611186444,-46.63182476204628,Sudeste
1506,SP,-23.559558667862476,-46.635032185031825,Sudeste
1507,SP,-23.558146418434657,-46.63176589052544,Sudeste
1508,SP,-23.561423631210438,-46.63583005941288,Sudeste
1509,SP,-23.567010080253134,-46.6357981412501,Sudeste
1510,SP,-23.557602164986584,-46.63361528281083,Sudeste
1511,SP,-23.561456812728608,-46.63294793571506,Sudeste
1512,SP,-23.553717206079803,-46.62949909730413,Sudeste
1513,SP,-23.548914356972645,-46.60384461609751,Sudeste
1514,SP,-23.554377818784552,-46.62833776862852,Sudeste
1516,SP,-23.559073244239713,-46.615479964241814,Sudeste
1517,SP,-23.559613278440462,-46.62400348069892,Sudeste
1518,SP,-23.559209262391256,-46.62318692012761,Sudeste
1519,SP,-23.56092636240119,-46.624757067871656,Sudeste
1520,SP,-23.5593782690559,-46.620164019414474,Sudeste
1521,SP,-23.561174444941702,-46.621509031668836,Sudeste
1522,SP,-23.559920265800763,-46.61598186753571,Sudeste
1523,SP,-23.564203478452267,-46.61689706470856,Sudeste
1524,SP,-23.56778327483324,-46.61340053805787,Sudeste
1525,SP,-23.564028977467746,-46.63495391124952,Sudeste
1526,SP,-23.565952267759908,-46.63094391856622,Sudeste
1527,SP,-23.562439173525966,-46.62919220917373,Sudeste
1528,SP,-23.56477004530615,-46.627165924834166,Sudeste
1529,SP,-23.568439156874526,-46.63455549164137,Sudeste
1530,SP,-23.568944498063473,-46.6300891882054,Sudeste
1531,SP,-23.57076062771336,-46.63242524738392,Sudeste
1532,SP,-23.570534217612988,-46.636111876960506,Sudeste
1533,SP,-23.571168123099824,-46.63836454335033,Sudeste
1534,SP,-23.567543590159623,-46.626085143450254,Sudeste
1535,SP,-23.572433214905786,-46.62524136188219,Sudeste
1536,SP,-23.569032131454914,-46.6234362735564,Sudeste
1537,SP,-23.57442284838845,-46.62313726443156,Sudeste
1538,SP,-23.576312823278332,-46.62362934794424,Sudeste
1539,SP,-23.5711528559151,-46.62043601303771,Sudeste
1540,SP,-23.565851346289612,-46.622581508600845,Sudeste
1541,SP,-23.56925274057871,-46.6186169730581,Sudeste
1542,SP,-23.57106582708014,-46.62406014113324,Sudeste
1543,SP,-23.573720975073698,-46.62387176826929,Sudeste
1544,SP,-23.57725543271809,-46.621631742215655,Sudeste
1545,SP,-23.58097414309848,-46.61831033162644,Sudeste
1546,SP,-23.579039318151192,-46.62195565179698,Sudeste
1547,SP,-23.5829939617234,-46.621126761640326,Sudeste
1548,SP,-23.576927145286824,-46.613420785199985,Sudeste
1549,SP,-23.576317533999347,-46.61558665669374,Sudeste
1550,SP,-23.573056606592885,-46.61615054561147,Sudeste
1551,SP,-23.57273791226793,-46.612680073611074,Sudeste
1552,SP,-23.569490695195096,-46.611321773237286,Sudeste
1553,SP,-23.574487923181074,-46.60919807994077,Sudeste
2009,SP,-23.515799103830265,-46.64113909097136,Sudeste
2010,SP,-23.51056158921295,-46.626354973313795,Sudeste
2011,SP,-23.504385034128493,-46.62662104590108,Sudeste
2012,SP,-23.5130660261885,-46.631968177617644,Sudeste
2013,SP,-23.5022061742251,-46.63311453979945,Sudeste
2016,SP,-23.503984838767177,-46.62567215993881,Sudeste
2017,SP,-23.500742944360795,-46.63469457728484,Sudeste
2018,SP,-23.495703706178833,-46.62970690460868,Sudeste
2019,SP,-23.49826308491997,-46.629651561730405,Sudeste
2020,SP,-23.49646860368892,-46.63329280565476,Sudeste
2021,SP,-23.49830914117729,-46.63588589846431,Sudeste
2022,SP,-23.504073903424537,-46.6376709347386,Sudeste
2028,SP,-23.508702544567765,-46.61833692171871,Sudeste
2029,SP,-23.50936207852278,-46.619343553001265,Sudeste
2030,SP,-23.5058713385214,-46.62468256911273,Sudeste
2031,SP,-23.510062708819763,-46.6257781627838,Sudeste
2032,SP,-23.511068260729207,-46.623849822224365,Sudeste
2033,SP,-23.49990045339548,-46.615049990749235,Sudeste
2034,SP,-23.504072876495652,-46.62414421625582,Sudeste
2035,SP,-23.496211310932598,-46.622825008730615,Sudeste
2036,SP,-23.50174430714342,-46.62080286230928,Sudeste
2037,SP,-23.499718221076254,-46.62055504527753,Sudeste
2038,SP,-23.49523752805909,-46.62416228233209,Sudeste
2039,SP,-23.49302509597309,-46.621603479583534,Sudeste
2040,SP,-23.48965996001443,-46.62257166509294,Sudeste
2041,SP,-23.490626476607115,-46.62307980262541,Sudeste
2042,SP,-23.494233904442225,-46.61637715243747,Sudeste
2043,SP,-23.489943419781977,-46.61612445688869,Sudeste
2044,SP,-23.495724717630402,-46.618787965852384,Sudeste
2045,SP,-23.49614649201779,-46.6164029191789,Sudeste
2046,SP,-23.49228045530089,-46.611769402075694,Sudeste
2047,SP,-23.51721555382505,-46.61867396387229,Sudeste
2049,SP,-23.514166590335094,-46.61736559414439,Sudeste
2050,SP,-23.51734415478189,-46.612135226939586,Sudeste
2051,SP,-23.509988340079175,-46.607764415391046,Sudeste
2052,SP,-23.51297446615503,-46.60778378479692,Sudeste
2053,SP,-23.513227598850435,-46.602792691111,Sudeste
2054,SP,-23.517195508095334,-46.606699212204454,Sudeste
2055,SP,-23.51402973131884,-46.60712616164343,Sudeste
2056,SP,-23.512302133311657,-46.60278807725412,Sudeste
2060,SP,-23.51900515519527,-46.60286093182149,Sudeste
2064,SP,-23.517676960434017,-46.597964629407336,Sudeste
2065,SP,-23.507711240884014,-46.605369299131056,Sudeste
2066,SP,-23.508643305018005,-46.6052956688157,Sudeste
2067,SP,-23.506720281053305,-46.603653419963514,Sudeste
2068,SP,-23.5051325062282,-46.612375320762865,Sudeste
2069,SP,-23.505534343983754,-46.613927707539226,Sudeste
2071,SP,-23.504278758029905,-46.6064276723511,Sudeste
2072,SP,-23.50016492784018,-46.60405533511345,Sudeste
2073,SP,-23.501832028037175,-46.607133930305224,Sudeste
2074,SP,-23.50521986198309,-46.600447504954765,Sudeste
2075,SP,-23.505454220429986,-46.60232703217922,Sudeste
2076,SP,-23.504660529782434,-46.59909846180968,Sudeste
2077,SP,-23.502316162953992,-46.59729440070282,Sudeste
2078,SP,-23.50224822474882,-46.595609671297865,Sudeste
2079,SP,-23.499287714127025,-46.605785079672366,Sudeste
2080,SP,-23.497670419903162,-46.605361571706716,Sudeste
2081,SP,-23.49584133260362,-46.60469932466566,Sudeste
2082,SP,-23.494597064568044,-46.60716679313655,Sudeste
2083,SP,-23.495321455594578,-46.59793556042432,Sudeste
2084,SP,-23.497275216798553,-46.59974305553181,Sudeste
2085,SP,-23.4979526826485,-46.61296773775951,Sudeste
2088,SP,-23.504240259718838,-46.620742066583865,Sudeste
2089,SP,-23.517094484592327,-46.616673100755904,Sudeste
2110,SP,-23.519097465042975,-46.595538854316054,Sudeste
2111,SP,-23.517643001212136,-46.592756877647595,Sudeste
2112,SP,-23.517448624283094,-46.59045121964735,Sudeste
2113,SP,-23.517720495682244,-46.58922662034002,Sudeste
2114,SP,-23.522317926702843,-46.59061483317943,Sudeste
2115,SP,-23.526589649122574,-46.59169265929573,Sudeste
2116,SP,-23.520455056330842,-46.58549588271983,Sudeste
2117,SP,-23.51865496410496,-46.59365984819465,Sudeste
2118,SP,-23.515006511347323,-46.592774634882375,Sudeste
2119,SP,-23.51220780313035,-46.59263904944159,Sudeste
2120,SP,-23.510824402445753,-46.59388576024579,Sudeste
2121,SP,-23.51222906922023,-46.589683318804106,Sudeste
2122,SP,-23.51196609358015,-46.58386437718145,Sudeste
2123,SP,-23.511838083991442,-46.579442496039015,Sudeste
2124,SP,-23.50697691302586,-46.57712086357543,Sudeste
2125,SP,-23.509839952402746,-46.58680335489368,Sudeste
2126,SP,-23.506898021382852,-46.591751147883535,Sudeste
2127,SP,-23.50559796845306,-46.58726574110867,Sudeste
2128,SP,-23.50501951707933,-46.593942564083434,Sudeste
2129,SP,-23.50371906481274,-46.588291028965315,Sudeste
2130,SP,-23.50846749738403,-46.58356366642945,Sudeste
2131,SP,-23.50432881186952,-46.58250945058417,Sudeste
2132,SP,-23.501320929534852,-46.577656627878746,Sudeste
2133,SP,-23.49908122442092,-46.58472476845841,Sudeste
2134,SP,-23.498613267408857,-46.57978572229728,Sudeste
2135,SP,-23.49793218940606,-46.584612291700225,Sudeste
2136,SP,-23.49875432423628,-46.58237728186107,Sudeste
2137,SP,-23.49795326926181,-46.57611869717362,Sudeste
2138,SP,-23.49346386270857,-46.574516976352136,Sudeste
2139,SP,-23.490468265934737,-46.57353020032566,Sudeste
2141,SP,-23.488986884986797,-46.570653280675494,Sudeste
2142,SP,-23.51019871070172,-46.57671781547334,Sudeste
2143,SP,-23.507217446152122,-46.57496712581993,Sudeste
2144,SP,-23.50369564795767,-46.570756169824115,Sudeste
2145,SP,-23.50235732946796,-46.56625930442226,Sudeste
2146,SP,-23.500957023313518,-46.570882263950566,Sudeste
2147,SP,-23.498361926574916,-46.565166700263546,Sudeste
2150,SP,-23.494034669174983,-46.568633209704345,Sudeste
2151,SP,-23.496962716414327,-46.56955259688865,Sudeste
2152,SP,-23.49736136522832,-46.572231727088045,Sudeste
2161,SP,-23.490165194182673,-46.569283719186814,Sudeste
2162,SP,-23.490653213841014,-46.562830785355374,Sudeste
2166,SP,-23.525209057038598,-46.58402154568833,Sudeste
2167,SP,-23.522695763662153,-46.58161990876913,Sudeste
2168,SP,-23.520605527352917,-46.57950339815872,Sudeste
2169,SP,-23.549584845417158,-46.62029999286664,Sudeste
2170,SP,-23.525644299521666,-46.57701341026048,Sudeste
2174,SP,-23.522923542862063,-46.57242472056035,Sudeste
2175,SP,-23.515886694400297,-46.57489158730298,Sudeste
2176,SP,-23.513598902883622,-46.57306528500429,Sudeste
2177,SP,-23.508734336146947,-46.5585298971563,Sudeste
2178,SP,-23.521664986950235,-46.57052387650715,Sudeste
2179,SP,-23.520410060508976,-46.56823533906901,Sudeste
2180,SP,-23.51921070636201,-46.5659557064848,Sudeste
2181,SP,-23.518687477370364,-46.561020759548384,Sudeste
2185,SP,-23.514699154771932,-46.56748610841785,Sudeste
2186,SP,-23.514056203198084,-46.56906006229932,Sudeste
2187,SP,-23.515871385977842,-46.56490977736317,Sudeste
2188,SP,-23.509466194005064,-46.566981988420444,Sudeste
2189,SP,-23.507787143908228,-46.567467709487815,Sudeste
2190,SP,-23.507148054284894,-46.56397315445738,Sudeste
2201,SP,-23.486228925529453,-46.592006127066014,Sudeste
2202,SP,-23.493048682907922,-46.594815497067216,Sudeste
2203,SP,-23.491870834979046,-46.59134807783874,Sudeste
2204,SP,-23.48741125450329,-46.592162394636865,Sudeste
2205,SP,-23.48798815884837,-46.59119431348124,Sudeste
2206,SP,-23.484620569713123,-46.59404547791869,Sudeste
2207,SP,-23.485985491921372,-46.588188764979016,Sudeste
2208,SP,-23.48301553679173,-46.58951864576983,Sudeste
2209,SP,-23.485125790212166,-46.58537751870623,Sudeste
2210,SP,-23.48255993586802,-46.5821023396063,Sudeste
2211,SP,-23.497399003686304,-46.59360543538116,Sudeste
2212,SP,-23.495647470348985,-46.58925913931689,Sudeste
2213,SP,-23.496166309003105,-46.588125709525514,Sudeste
2214,SP,-23.492851437763264,-46.58679821915495,Sudeste
2215,SP,-23.490758745356786,-46.58336932471798,Sudeste
2216,SP,-23.493057912566336,-46.57978444125484,Sudeste
2217,SP,-23.490353655303625,-46.58017565573048,Sudeste
2218,SP,-23.486787085002952,-46.584808459708036,Sudeste
2219,SP,-23.490776738309968,-46.5859266188746,Sudeste
2220,SP,-23.489760624425745,-46.5776765153455,Sudeste
2221,SP,-23.481505719547886,-46.5814202328246,Sudeste
2222,SP,-23.482555519831934,-46.57558643715371,Sudeste
2223,SP,-23.48163665026993,-46.58016703941922,Sudeste
2224,SP,-23.484505055041186,-46.57377385004951,Sudeste
2225,SP,-23.48272229501907,-46.57510689223968,Sudeste
2226,SP,-23.480130351279392,-46.57362187381917,Sudeste
2227,SP,-23.478725053779495,-46.572374003941746,Sudeste
2228,SP,-23.475495630292404,-46.571541550134114,Sudeste
2229,SP,-23.476573316835697,-46.56882032587766,Sudeste
2230,SP,-23.483775068199005,-46.56365865538832,Sudeste
2231,SP,-23.47687573682863,-46.56526256366798,Sudeste
2232,SP,-23.475701389862248,-46.56397251801403,Sudeste
2233,SP,-23.4776561196874,-46.56457732269161,Sudeste
2234,SP,-23.47853873640821,-46.56954461942566,Sudeste
2235,SP,-23.479332643151153,-46.575940355471346,Sudeste
2236,SP,-23.472602604059695,-46.56815995594543,Sudeste
2237,SP,-23.51312062964776,-46.58647209667304,Sudeste
2238,SP,-23.471205040999266,-46.571583338825526,Sudeste
2239,SP,-23.48530328070372,-46.60905983041343,Sudeste
2240,SP,-23.4778856281969,-46.60221184734805,Sudeste
2241,SP,-23.49066870653631,-46.607439259928306,Sudeste
